,points,title,description,taster_name,taster_twitter_handle,price,designation,variety,region_1,region_2,province,country,winery
74,87,Nuiton-Beaunoy 2010 Réserve  (Bourgogne),"This is warm and round, with red fruit flavors that are attractively displayed against a backdrop of soft tannins. The acidity lends crispness, highlighting the ripe fruit on the finish.",Roger Voss,@vossroger,19.0,Réserve,Pinot Noir,Bourgogne,,Burgundy,France,Nuiton-Beaunoy
75,87,Occasio 2011 Del Arroyo Vineyard Pinot Gris (Livermore Valley),"Slightly austere, this Pinot Gris is marked by aromas of orange blossom and cheese rind, with a crispness on the finish that resembles a ripe, green apple.",Virginie Boone,@vboone,20.0,Del Arroyo Vineyard,Pinot Gris,Livermore Valley,Central Coast,California,US,Occasio
76,87,Patz & Hall 2010 Chardonnay (Sonoma Coast),"Oaky and seemingly sweet, this is a showy wine whose appeal comes from its ripeness and richness. Vanilla and buttered toast notes from the oak dominate the tropical fruit and pineapple flavors. With its creamy, buttery mouthfeel, this is made to appeal to fans of the modern Chardonnay style.",,,35.0,,Chardonnay,Sonoma Coast,Sonoma,California,US,Patz & Hall
77,87,Pietro Zardini 2008 Austero  (Valpolicella Superiore Ripasso),"This has a touch of austerity, with savory spice, cured meat and teriyaki aromas. The palate bursts with bright red fruit and smooth tannins.",,,20.0,Austero,"Corvina, Rondinella, Molinara",Valpolicella Superiore Ripasso,,Veneto,Italy,Pietro Zardini
78,85,Mount Pleasant Winery 2010 Estates St. Vincent (Augusta),"This is a red-smelling wine, with a note of strawberry-rhubarb preserves as the primary aroma. Light to medium bodied, it has a glossy feel due to the lithe tannins and well-managed acids. Easygoing and enjoyable, it finishes with a ripe strawberry-shortcake note and a slight tea-like bitterness.",,,24.0,Estates,St. Vincent,Augusta,,Missouri,US,Mount Pleasant Winery
79,85,Excelsior 2010 Cabernet Sauvignon (Robertson),"Consistently a good value selection, this showcases ripe black-fruit characteristics of cherry, berry and plum, alongside nuances of savory herbs and fresh menthol leaves. Medium weight, with a mouth-filling texture and a slightly chewy finish.",Lauren Buzzeo,@laurbuzz,10.0,,Cabernet Sauvignon,,,Robertson,South Africa,Excelsior
80,85,Vivác Winery 2009 Petite Sirah (New Mexico),"The aromas of cola, java chip, licorice and cherry are pleasant and plentiful, ultimately evolving into grapey dark-fruit and cedary spice flavors. With its medium-grained tannins, modestly concentrated flavors and supporting acids, this should pair well with burgers or other casual foods.",,,19.0,,Petite Sirah,New Mexico,,New Mexico,US,Vivác Winery
81,85,Michael David 2010 Petite Petit Red (Lodi),"Smoky and oaky, this is a blend of 85% Petite Sirah and 15% Petit Verdot, creating one black, dense, vanilla-infused package that's rich and ready to drink now.",Virginie Boone,@vboone,18.0,Petite Petit,Red Blend,Lodi,Central Valley,California,US,Michael David
82,85,Musella 2010  Valpolicella Superiore,"The traditional grapes of Valpolicella (Corvina, Rondinella and Molinara) are blended with 10% Barbera, giving this an added touch of crisp acidity. The simple nose shows notes of wild berry, toasted almond and cola.",,,18.0,,"Corvina, Rondinella, Molinara",Valpolicella Superiore,,Veneto,Italy,Musella
83,85,Pedroncelli 2010 Bench Vineyards Merlot (Dry Creek Valley),"This is a good everyday wine if you're looking for something dry, full-bodied and fruity. It's not particularly identifiable as Merlot, but it's easy to drink, with berry and currant flavors and a nice tug from the tannins.",,,15.0,Bench Vineyards,Merlot,Dry Creek Valley,Sonoma,California,US,Pedroncelli
84,85,Ramón Bilbao 2011 Valiñas Albariño (Rías Baixas),"Straightforward peach aromas come with a stalky, grassy side. It feels zesty, spritzy and citric, then tastes almost entirely of orange and tangerine, with a dry finish.",Michael Schachner,@wineschach,13.0,Valiñas,Albariño,Rías Baixas,,Galicia,Spain,Ramón Bilbao
85,85,Seven of Hearts 2010 Chatte d'Avignon G-S-M (Columbia Valley (WA)),"Quite light and a bit diffuse, this southern Rhone-style red has a pretty rose petal accent, along with berry and balsamic flavors.",Paul Gregutt,@paulgwine ,25.0,Chatte d'Avignon,G-S-M,Columbia Valley (WA),Columbia Valley,Washington,US,Seven of Hearts
86,85,Six Mile Creek 2009 Cabernet Franc (Finger Lakes),"High toned black-cherry and berry aromas lead to the concentrated palate that's full of ripe sour cherries, marked with dried thyme and a spray of lemon acidity. It finishes on a slighty briary note, with a hint of green and soft, velvety tannins.",Anna Lee C. Iijima,,17.0,,Cabernet Franc,Finger Lakes,Finger Lakes,New York,US,Six Mile Creek
87,85,Tildio 2009 Malbec (Columbia Valley (WA)),"Using grapes sourced from the excellent Stillwater Creek Vineyard, this is a ripe—to the point of being pruny—yet acidic red wine. The unsettled mix of raisiny fruit and chalky acids may or may not shake out with further bottle age.",Paul Gregutt,@paulgwine ,35.0,,Malbec,Columbia Valley (WA),Columbia Valley,Washington,US,Tildio
88,85,Vignerons de Buxy 2010 Buissonnier  (Côte Chalonnaise),"This is light and fruity, with its red fruit upfront. The tannins are balanced, in keeping with the wine's perfumed nature. The youthful acidity on the finish is likely to soften out in a year.",Roger Voss,@vossroger,16.0,Buissonnier,Pinot Noir,Côte Chalonnaise,,Burgundy,France,Vignerons de Buxy
89,85,Vignerons de Buxy 2011 Côtes d'Auxerre  (Bourgogne),"Using grapes sourced from vineyards just outside of the Chablis region, this soft and white-fruited wine is attractive and fragrant. A touch of vanilla adds another dimension, lending a ripe feel. Ready to drink.",Roger Voss,@vossroger,,Côtes d'Auxerre,Chardonnay,Bourgogne,,Burgundy,France,Vignerons de Buxy
90,85,Viña Ludy 2011 Albariño (Rías Baixas),"Saline, mineral, match stick and tropical fruit aromas define the bouquet. It feels plump but flat, with maderized flavors of white fruits that feature bitterness and not much kick. It's fleshy, remaining slightly bitter on the finish.",Michael Schachner,@wineschach,18.0,,Albariño,Rías Baixas,,Galicia,Spain,Viña Ludy
91,85,Lakewood 2009 Cabernet Franc (Finger Lakes),"Smoky oak, vanilla spice, savory mushroom and wet earth notes add a savory element to the bright red-cherry and fresh herb flavors. It's straightforward, full bodied and pleasant drinking, with a medium-long finish.",Anna Lee C. Iijima,,16.0,,Cabernet Franc,Finger Lakes,Finger Lakes,New York,US,Lakewood
92,85,Windsor Oaks 2007 Clone 667 Pinot Noir (Russian River Valley),"A vegetal touch marks this wine, which otherwise shows flavors of sour cherry candy and rhubarb.",,,35.0,Clone 667,Pinot Noir,Russian River Valley,Sonoma,California,US,Windsor Oaks
93,85,Augusta Winery 2009 Chambourcin (Augusta),"Blueberry compote, blackberry and dill-butter aromas are strung together with threads of raisin and medicinal mint. Integrated, medium-grained tannins and proportioned acids create an agile mouthfeel, although the flavors seem to drop out a bit on the midpalate.",,,10.0,,Chambourcin,Augusta,,Missouri,US,Augusta Winery
94,85,Barrel Oak 2009 Tour'ga Franc Reserve Red (Virginia),"A blend of 60% Touriga Nacional and 40% Cabernet Franc, this smells of peppered blackberries, compost, smoke and char. The palate is structured with sustaining acids and a medium load of chunky tannins. A dark berry flavor and a hint of dried flower add interest.",,,33.0,Tour'ga Franc Reserve,Red Blend,Virginia,,Virginia,US,Barrel Oak
95,85,Tormentoso 2010 Cabernet Sauvignon (Paarl),"This smells dark and concentrated, yet the blackberry and cassis core is lifted by a powdery, purple-potpourri accent. There's a strong woody presence on the palate, with baking spice and vanilla bean flavors that linger.",Lauren Buzzeo,@laurbuzz,13.0,,Cabernet Sauvignon,,,Paarl,South Africa,Tormentoso
96,85,Veramar 2008 Estate Bottled Norton (Shenandoah Valley),"Funky and intriguing on the nose, this proffers scents of narcissus and farmyard, with touches of char and dark fruit. Medium bodied, this has an open texture, with integrated acids and malleable tannins. Flavors of tart blackberry candy, leather and Dr. Pepper surface on the palate.",,,39.0,Estate Bottled,Norton,Shenandoah Valley,,Virginia,US,Veramar
97,85,White Springs 2009 Sauvignon Blanc (Finger Lakes),"There's a slightly dusty, grassy element to this understated Sauvignon Blanc, but the palate is nicely concentrated, with abundant yellow-peach and tangerine flavors. The lemonade-like acidity is brisk and refreshing. Drink now.",Anna Lee C. Iijima,,15.0,,Sauvignon Blanc,Finger Lakes,Finger Lakes,New York,US,White Springs
98,85,Georges Duboeuf 2011  Saint-Véran,"This is fragrant and lighthearted, with citrusy acidity that laces through the easy, bright green-apple texture. It's crisp, with a floral finish.",Roger Voss,@vossroger,18.0,,Chardonnay,Saint-Véran,,Burgundy,France,Georges Duboeuf
99,85,Gilbert Cellars 2008 the pilgrim Red (Wahluke Slope),"This blend of Syrah and Malbec was sourced from the estate's Doc Stewart Vineyard. Light, tart rhubarb and watermelon flavors show an accent of mocha. Drink up.",Paul Gregutt,@paulgwine ,15.0,the pilgrim,Red Blend,Wahluke Slope,Columbia Valley,Washington,US,Gilbert Cellars
100,85,HandCraft 2011 Artisan Collection Chardonnay (California),"If you like your Chardonnay on the fruity side, this one's for you. It's rich in pineapple, orange and apricot jam flavors, with notes of buttered toast and cream.",,,15.0,Artisan Collection,Chardonnay,California,California Other,California,US,HandCraft
101,85,Lamberti NV Rosé Sparkling (Veneto),"A refreshing rosé sparkler that would pair with smoked salmon or fried calamari rings, this is tonic and bright, offering crisp acidity and tonic effervescence.",,,15.0,Rosé,Sparkling Blend,Veneto,,Veneto,Italy,Lamberti
102,85,MAN Vintners 2010 Cabernet Sauvignon (Coastal Region),"A green streak runs through this wine, adding an herbal character to the black cherry and plum aromas and flavors. Low tannins and medium acidity produce an overall easy profile and light mouthfeel.",Lauren Buzzeo,@laurbuzz,11.0,,Cabernet Sauvignon,,,Coastal Region,South Africa,MAN Vintners
103,85,Novy 2011 Sauvignon Blanc (Russian River Valley),"This is exotic in grapefruit, apricot and honey flavors, with a green veggie streak that's courtesy of the chilly vintage. It's best described as tasting like a sweet-and-sour Chinese sauce.",,,19.0,,Sauvignon Blanc,Russian River Valley,Sonoma,California,US,Novy
104,85,Page Cellars 2010 Autumn Chase Chardonnay (Columbia Valley (WA)),"Sourced from the Sundance Vineyard, this is a soft and oaky Chardonnay, with a round, buttery finish. Best enjoyed in the next year or two.",Paul Gregutt,@paulgwine ,19.0,Autumn Chase,Chardonnay,Columbia Valley (WA),Columbia Valley,Washington,US,Page Cellars
105,85,Seneca Shore NV Amulet Cabernet Franc (Finger Lakes),"The red cherry flavor is bright and concentrated, marked by savory tones of roasted beet, spice and a hint of pencil shaving. It's medium-bodied, with a brisk, easy-drinking mouthfeel.",Anna Lee C. Iijima,,17.0,Amulet,Cabernet Franc,Finger Lakes,Finger Lakes,New York,US,Seneca Shore
106,85,Stark Raving NV Red (California),"Easy drinking, this is rich in raspberry and cherry flavors, with enough acidity to give the fruit a tangy edge. The unusual blend is mostly Tannat, Zinfandel, Cabernet Sauvignon and Petite Sirah.",,,13.0,,Red Blend,California,California Other,California,US,Stark Raving
107,85,Stefano Accordini 2011  Valpolicella Classico,"This would pair with cold cuts, oven-roasted pizza or bruschetta with wild mushrooms. It is simple, clean and redolent of wild berries and tart cherry.",,,10.0,,"Corvina, Rondinella, Molinara",Valpolicella Classico,,Veneto,Italy,Stefano Accordini
108,90,Comelli 2012 Sauvignon (Colli Orientali del Friuli),"It delivers classic varietal aromas of tomato leaf, cut grass, hay and citrus. The crisp palate delivers juicy grapefruit, cantaloupe, exotic fruit and mineral alongside lively acidity that leaves a pristine finish.",Kerin O’Keefe,@kerinokeefe,20.0,,Sauvignon,Colli Orientali del Friuli,,Northeastern Italy,Italy,Comelli
109,90,Companhia das Quintas 2011 Quinta da Fronteira Selecção do Enólogo Red (Douro),"This is fresh and juicy while also having structure; a mineral edge to the texture gives power. Acidity and juiciness both contribute to the ripe, full-bodied mix. The wood-aging is too dominant at this stage, so give the wine several years. Drink from 2017.",Roger Voss,@vossroger,20.0,Quinta da Fronteira Selecção do Enólogo,Portuguese Red,,,Douro,Portugal,Companhia das Quintas
110,90,Hugl-Wimmer 2013 Wimmer Grüner Veltliner (Niederösterreich),"Ripe Concord pear and an intriguing, phenolic mouthfeel combine in this highly drinkable light white. There is enough weight to support food and a pleasing hint of savoriness as well as depth.",Anne Krebiehl MW,@AnneInVino,14.0,Wimmer,Grüner Veltliner,,,Niederösterreich,Austria,Hugl-Wimmer
111,90,Jäger 2013 Klaus Federspiel Grüner Veltliner (Wachau),"Still closed, this will take a little time to come out of its shell. But it's worth the wait: there's pepper, zestiness and a streamlined, structured body. One word comes to mind: sleekness.",Anne Krebiehl MW,@AnneInVino,30.0,Klaus Federspiel,Grüner Veltliner,,,Wachau,Austria,Jäger
112,90,Joseph Mellot 2013 Domaine des Emois  (Sancerre),"A single-vineyard wine, ripe with tropical and yellow fruits and with a rich texture. It is concentrated, full in the mouth with delicious juicy acidity as well as warm fruitiness. Its texture, cut with minerality, offers the possibility of aging. Drink from 2015.",Roger Voss,@vossroger,,Domaine des Emois,Sauvignon Blanc,Sancerre,,Loire Valley,France,Joseph Mellot
